X,Y,Z,Event-ID#,date,hour,Flowrate,Pressure
87524.5038,120478.388,-4249.1,10347,28/04/2010,9.2,52.55,13.1825
87591.9873,120477.944,-4249.1,10348,28/04/2010,9.277777778,52.55,13.18
87590.0223,120464.261,-4249.1,10349,28/04/2010,9.21,52.54,13.18
87652.4542,120626.936,-4249.1,10350,28/04/2010,9.093333333,52.54,13.18
87587.8705,120528.866,-4249.1156,10351,28/04/2010,9.28,52.54,13.18
87613.3424,120555.542,-4249.1434,10352,28/04/2010,9.158333333,52.53,13.1775
87641.7408,120557.522,-4249.1497,10353,28/04/2010,9.475,52.53,13.1775
87631.7536,120548.616,-4249.1815,10354,28/04/2010,9.068888889,52.53,13.1775
87567.7059,120471.173,-4249.2,10355,28/04/2010,9.248888889,52.53,13.175
87567.0534,120493.679,-4249.2,10356,28/04/2010,9.122777778,52.52,13.175
87545.4006,120582.359,-4249.2,10357,28/04/2010,9.427777778,52.52,13.175
87512.5443,120560.039,-4249.2,10358,28/04/2010,9.05,52.52,13.1725
87461.629,120606.749,-4249.2887,10359,28/04/2010,9.22,52.51,13.1725
87660.2139,120516.445,-4249.3,10360,28/04/2010,9.102777778,52.51,13.1725
87467.6263,120580.512,-4249.3,10361,28/04/2010,9.431666667,52.51,13.17
87638.8746,120665.095,-4249.3,10362,28/04/2010,9.221666667,52.5,13.17
87633.4394,120550.246,-4249.3,10363,28/04/2010,9.245,52.5,13.17
87487.3951,120478.251,-4249.3,10364,28/04/2010,9.718055556,52.5,13.17
87447.1511,120611.103,-4249.3,10365,28/04/2010,9.222222222,52.5,13.1675
87560.7166,120473.654,-4249.3227,10366,28/04/2010,9.240833333,52.49,13.1675
87534.3949,120510.355,-4249.3817,10367,28/04/2010,9.4675,52.49,13.1675
87567.0136,120545.981,-4249.3838,10368,28/04/2010,9.091666667,52.49,13.165
87463.1032,120654.342,-4249.4,10369,28/04/2010,9.081944444,52.48,13.165
87592.4595,120521.049,-4249.4,10370,28/04/2010,9.508055556,52.48,13.165
87612.2083,120697.027,-4249.4,10371,28/04/2010,10,52.48,13.1625
87530.8605,120508.26,-4249.4,10372,28/04/2010,10.00638889,52.47,13.1625
87481.68,120581.647,-4249.4176,10373,28/04/2010,10.01083333,52.47,13.1625
87551.723,120459.436,-4249.4396,10374,28/04/2010,10.00833333,52.47,13.1625
87489.9411,120457.415,-4249.4475,10375,28/04/2010,10.07361111,52.47,13.16
87639.6348,120599.504,-4249.5,10376,28/04/2010,10.05166667,52.46,13.16
87542.1411,120420.025,-4249.5,10377,28/04/2010,10.08666667,52.46,13.16
87561.6167,120759.815,-4249.5,10378,28/04/2010,10.3,52.46,13.1575
87470.4788,120453.268,-4249.5,10379,28/04/2010,10.42194444,52.45,13.1575
87522.4083,120533.031,-4249.5,10380,28/04/2010,10.35888889,52.45,13.1575
88186.648,121571.691,-4249.5277,10381,28/04/2010,10.60166667,52.45,13.155
88163.646,121588.628,-4249.5464,10382,28/04/2010,10.46583333,52.44,13.155
88140.885,121622.324,-4249.5866,10383,28/04/2010,10.37777778,52.44,13.155
88203.9565,121564.322,-4249.6,10384,28/04/2010,10.61111111,52.44,13.1525
88142.8347,121593.433,-4249.6,10385,28/04/2010,10.43277778,52.44,13.1525
87464.3633,120447.551,-4249.6,10386,28/04/2010,10.09555556,52.43,13.1525
87485.5564,120446.323,-4249.6,10387,28/04/2010,10.39416667,52.43,13.1525
87441.3893,120583.604,-4249.6,10388,28/04/2010,10.50111111,52.43,13.15
87525.5507,120483.548,-4249.6004,10389,28/04/2010,10.31333333,52.42,13.15
88135.6331,121612.862,-4249.6542,10390,28/04/2010,10.48305556,52.42,13.15
88070.2646,121020.48,-4249.675,10391,28/04/2010,10.73333333,52.42,13.1475
87476.4307,120484.306,-4249.679,10392,28/04/2010,10.12888889,52.41,13.1475
87522.806,120625.444,-4249.6876,10393,28/04/2010,10.53166667,52.41,13.1475
87457.6893,120577.598,-4249.6916,10394,28/04/2010,10.77333333,52.41,13.145
87423.5282,120504.232,-4249.7,10395,28/04/2010,11.02888889,52.41,13.145
87469.3967,120501.997,-4249.7,10396,28/04/2010,11.11111111,52.4,13.145
87565.2318,120681.221,-4249.7,10397,28/04/2010,11.13333333,52.4,13.1425
87560.3471,120722.057,-4249.7,10398,28/04/2010,11.21666667,52.4,13.1425
87597.5159,120692.445,-4249.7202,10399,28/04/2010,11.16444444,52.39,13.1425
87535.6688,120673.649,-4249.8,10400,28/04/2010,11.245,52.39,13.14
87615.2851,120680.888,-4249.8,10401,28/04/2010,11.31138889,52.39,13.14
87522.5753,120697.56,-4249.8,10402,28/04/2010,11.10555556,52.39,13.14
87601.243,120678.583,-4249.8,10403,28/04/2010,11.22166667,52.38,13.14
87498.6395,120602.145,-4249.8924,10404,28/04/2010,11.04472222,52.38,13.1375
87577.2336,120507.773,-4249.9,10405,28/04/2010,11.09333333,52.38,13.1375
87568.486,120718.841,-4249.9,10406,28/04/2010,11.0525,52.37,13.1375
88147.691,121626.619,-4249.9,10407,28/04/2010,11.18,52.37,13.135
87440.5699,120761.822,-4249.9451,10408,28/04/2010,11.33916667,52.37,13.135
87936.0737,121020.934,-4250,10409,28/04/2010,11.46666667,52.36,13.135
87916.798,121030.91,-4250,10410,28/04/2010,11.3075,52.36,13.1325
87889.1107,121097.427,-4250,10411,28/04/2010,11.04333333,52.36,13.1325
88090.7643,121267.276,-4250,10412,28/04/2010,12,52.36,13.1325
87434.9201,120631.789,-4250,10413,28/04/2010,12.05555556,52.35,13.13
88126.4019,121260.543,-4250,10414,28/04/2010,12.01333333,52.35,13.13
88168.7769,121244.847,-4250,10415,28/04/2010,12.03166667,52.35,13.13
87418.6021,120671.244,-4250,10416,28/04/2010,12.035,52.34,13.1275
87443.8908,120522.833,-4250.0124,10417,28/04/2010,12.03222222,52.34,13.1275
87474.4036,120746.837,-4250.0613,10418,28/04/2010,12.37055556,52.34,13.1275
87422.3032,120530.073,-4250.0777,10419,28/04/2010,12.31,52.33,13.125
87521.141,120754.543,-4250.1,10420,28/04/2010,12.49777778,52.33,13.125
87793.8852,121099.737,-4250.1,10421,28/04/2010,12.055,52.33,13.125
87803.2726,121091.969,-4250.1,10422,28/04/2010,12.44722222,52.33,13.125
87478.4565,120735.631,-4250.1,10423,28/04/2010,12.04111111,52.32,13.1225
87421.7456,120689.013,-4250.2,10424,28/04/2010,12.43277778,52.32,13.1225
87809.9938,121075.25,-4250.2,10425,28/04/2010,12.54888889,52.32,13.1225
87511.3308,120730.968,-4250.2,10426,28/04/2010,12.0975,52.31,13.12
87949.3817,121653.868,-4250.2,10427,28/04/2010,12.09333333,52.31,13.12
87854.446,120979.399,-4250.2,10428,28/04/2010,12.44,52.31,13.12
87472.9816,120507.401,-4250.2,10429,28/04/2010,12.43555556,52.3,13.1175
87423.5006,120692.765,-4250.2,10430,28/04/2010,12.8075,52.3,13.1175
87810.087,120905.161,-4250.2,10431,28/04/2010,12.375,52.3,13.1175
87795.7466,121093.953,-4250.2497,10432,28/04/2010,12.85555556,52.3,13.115
87840.2265,120873.315,-4250.3,10433,28/04/2010,13.07333333,52.29,13.115
87849.346,120910.568,-4250.3,10434,28/04/2010,13.26388889,52.29,13.115
87800.5065,121020.108,-4250.3,10435,28/04/2010,13.11666667,52.29,13.1125
87944.1113,121003.175,-4250.3,10436,28/04/2010,13.03333333,52.28,13.1125
87934.9927,121106.855,-4250.3,10437,28/04/2010,13.29166667,52.28,13.1125
87942.2225,121135.094,-4250.3,10438,28/04/2010,13.34944444,52.28,13.11
87972.0278,121044.873,-4250.3144,10439,28/04/2010,13.34666667,52.27,13.11
87983.457,121075.072,-4250.3726,10440,28/04/2010,13.105,52.27,13.11
88008.7237,121049.416,-4250.4,10441,28/04/2010,13.54944444,52.27,13.1075
87946.3351,121118.868,-4250.4,10442,28/04/2010,13.37888889,52.27,13.1075
87982.4115,121119.267,-4250.4,10443,28/04/2010,13.70888889,52.26,13.1075
88013.0285,121071.038,-4250.4086,10444,28/04/2010,13.5,52.26,13.1075
87958.8206,121085.92,-4250.4361,10445,28/04/2010,13.17888889,52.26,13.105
87976.1079,121065.217,-4250.4771,10446,28/04/2010,13.39611111,52.25,13.105
87932.4413,121136.669,-4250.5,10447,28/04/2010,13.54944444,52.25,13.105
88028.5315,121067.228,-4250.5,10448,28/04/2010,13.36,52.25,13.1025
87999.4299,121088.807,-4250.5,10449,28/04/2010,13.02777778,52.24,13.1025
88014.4464,121049.177,-4250.5,10450,28/04/2010,13.885,52.24,13.1025
88047.1294,121054.618,-4250.5,10451,28/04/2010,14.015,52.24,13.1
87394.4176,120724.031,-4250.505,10452,28/04/2010,14.05,52.24,13.1
87380.1617,120697.661,-4250.506,10453,28/04/2010,14.01055556,52.23,13.1
88057.4023,121457.389,-4250.5457,10454,28/04/2010,15.27777778,52.23,13.0975
88123.122,121406.355,-4250.6,10455,28/04/2010,16.00555556,52.23,13.0975
88124.397,121370.105,-4250.6,10456,28/04/2010,16.065,52.22,13.0975
88136.0262,121336.012,-4250.6,10457,28/04/2010,16,52.22,13.0975
88139.6868,121357.565,-4250.6078,10458,28/04/2010,16.09333333,52.22,13.095
88143.0074,121653.062,-4250.6095,10459,28/04/2010,16.345,52.21,13.095
88156.8409,121660.216,-4250.6465,10460,28/04/2010,16.14583333,52.21,13.095
88180.0483,121588.132,-4250.7,10461,28/04/2010,16.48888889,52.21,13.0925
88134.6701,121633.748,-4250.7,10462,28/04/2010,16.055,52.21,13.0925
88193.8823,121581.473,-4250.7,10463,28/04/2010,16.28416667,52.2,13.0925
87526.789,120683.855,-4250.7,10464,28/04/2010,16.075,52.2,13.09
87876.8295,121012.809,-4250.7,10465,28/04/2010,17.08333333,52.2,13.09
88044.8326,121696.13,-4250.7,10466,28/04/2010,17.05055556,52.19,13.09
88056.8417,121709.77,-4250.7,10467,28/04/2010,17.21777778,52.19,13.09
87541.6657,120655.863,-4250.7,10468,28/04/2010,17.03055556,52.19,13.0875
88091.0074,121696.831,-4250.7,10469,28/04/2010,17.1,52.18,13.0875
88080.6807,121679.112,-4250.7909,10470,28/04/2010,17.32,52.18,13.0875
88047.7086,121711.254,-4250.8,10471,28/04/2010,17.54666667,52.18,13.085
88057.1115,121696.011,-4250.8,10472,28/04/2010,17,52.18,13.085
88091.2706,121675.606,-4250.8,10473,28/04/2010,17,52.17,13.085
88112.2981,121631.122,-4250.8,10474,28/04/2010,17.18416667,52.17,13.085
88140.9317,121593.595,-4250.8,10475,28/04/2010,17.53833333,52.17,13.0825
88094.3788,121633.346,-4250.8,10476,28/04/2010,17.65,52.16,13.0825
88079.6066,121621.441,-4250.8187,10477,28/04/2010,17.25027778,52.16,13.0825
87546.8608,120509.109,-4250.8263,10478,28/04/2010,17.22916667,52.16,13.0825
87540.9102,120667.305,-4250.8866,10479,28/04/2010,18,52.15,13.08
88046.5457,121657.866,-4250.9,10480,28/04/2010,18.42,52.15,13.08
87573.5951,120646.076,-4250.9,10481,28/04/2010,18.45916667,52.15,13.08
88031.0292,121614.375,-4250.9,10482,28/04/2010,18.37888889,52.15,13.08
88091.4775,121594.834,-4250.9,10483,28/04/2010,18.24,52.14,13.0775
88039.3742,121617.484,-4250.9,10484,28/04/2010,18.01833333,52.14,13.0775
88068.8785,121700.736,-4250.9,10485,28/04/2010,18.4125,52.14,13.0775
88021.1985,121570.294,-4250.9282,10486,28/04/2010,18.57555556,52.13,13.075
88022.7526,121551.232,-4250.93,10487,28/04/2010,18.24277778,52.13,13.075
88020.7858,121535.291,-4250.9532,10488,28/04/2010,18.62277778,52.13,13.075
88064.7379,121528.539,-4251,10489,28/04/2010,18.24916667,52.12,13.075
88020.5579,121511.02,-4251,10490,28/04/2010,18,52.12,13.075
88001.9467,121512.794,-4251,10491,28/04/2010,18.325,52.12,13.0725
88000.984,121521.607,-4251,10492,28/04/2010,18.5,52.12,13.0725
88060.8446,121521.844,-4251,10493,28/04/2010,18.65,52.11,13.0725
88075.1254,121544.196,-4251,10494,28/04/2010,18.61333333,52.11,13.0725
87973.3749,121521.593,-4251.0466,10495,28/04/2010,18.40472222,52.11,13.07
87594.4016,120607.822,-4251.0607,10496,28/04/2010,18.08,52.1,13.07
87997.6836,121633.24,-4251.1,10497,28/04/2010,18.36,52.1,13.07
87954.4385,121526.938,-4251.1,10498,28/04/2010,18.52,52.1,13.07
88031.3136,121672.246,-4251.1,10499,28/04/2010,18.49583333,52.1,13.07
87968.9422,121631.501,-4251.1,10500,28/04/2010,18.3975,52.09,13.0675
87986.5948,121542.661,-4251.1,10501,28/04/2010,18.24583333,52.09,13.0675
87981.0206,121505.2,-4251.1441,10502,28/04/2010,18.59,52.09,13.0675
88066.6409,121494.981,-4251.1739,10503,28/04/2010,19,52.08,13.0675
88061.2754,121492.382,-4251.2,10504,28/04/2010,19.00777778,52.08,13.0675
88091.7137,121481.152,-4251.2,10505,28/04/2010,19.02611111,52.08,13.065
87984.5974,121566.955,-4251.2,10506,28/04/2010,19.0525,52.07,13.065
87950.9839,121602.314,-4251.2,10507,28/04/2010,19.02666667,52.07,13.065
87993.4788,121492.236,-4251.2,10508,28/04/2010,19.00722222,52.07,13.065
87966.0258,121564.231,-4251.2,10509,28/04/2010,19.03888889,52.07,13.065
88041.1216,121643.036,-4251.2,10510,28/04/2010,19.20833333,52.06,13.0625
88026.4181,121456.534,-4251.2,10511,28/04/2010,19.24,52.06,13.0625
87997.76,121481.26,-4251.2139,10512,29/04/2010,19.34222222,52.06,13.0625
87969.1183,121483.15,-4251.2157,10513,29/04/2010,19.18333333,52.05,13.0625
87959.5215,121476.183,-4251.2247,10514,29/04/2010,19.26666667,52.05,13.0625
87956.4004,121413.26,-4251.2381,10515,29/04/2010,19,52.05,13.0625
87944.7171,121417.18,-4251.3466,10516,29/04/2010,19.28333333,52.04,13.06
87894.6532,121445.466,-4251.3567,10517,29/04/2010,19.49111111,52.04,13.06
87928.4492,121535.674,-4251.3801,10518,29/04/2010,19.06805556,52.04,13.06
87951.2818,121439.129,-4251.4,10519,29/04/2010,19.28,52.04,13.06
87918.3319,121505.875,-4251.4,10520,29/04/2010,19.48305556,52.03,13.06
87920.2574,121384.148,-4251.4,10521,29/04/2010,19.13722222,52.03,13.06
87871.2252,121562.969,-4251.4,10522,29/04/2010,19.32722222,52.03,13.06
87965.3946,121530.363,-4251.4,10523,29/04/2010,19.07583333,52.02,13.06
87896.1817,121420.441,-4251.4,10524,29/04/2010,19.04444444,52.02,13.0575
87954.2914,121400.195,-4251.4,10525,29/04/2010,19.11388889,52.02,13.0575
87972.0398,121385.58,-4251.4,10526,29/04/2010,19.42138889,52.01,13.0575
87973.3886,121374.094,-4251.4202,10527,29/04/2010,19.21,52.01,13.0575
87935.7362,121402.994,-4251.4475,10528,29/04/2010,19.51333333,52.01,13.0575
87963.1,121392.109,-4251.4525,10529,29/04/2010,19.68083333,52.01,13.0575
87946.4095,121546.768,-4251.458,10530,29/04/2010,19.14361111,52,13.0575
87966.2502,121382.918,-4251.4671,10531,29/04/2010,19.69194444,52,13.0575
87993.3818,121726.956,-4251.4749,10532,29/04/2010,19.72138889,52,13.0575
87910.4954,121533.983,-4251.5,10533,29/04/2010,19.01416667,51.99,13.055
87623.4837,120691.565,-4251.5,10534,29/04/2010,19.30333333,51.99,13.055
87929.7639,121532.221,-4251.5697,10535,29/04/2010,19.27972222,51.98,13.055
87892.8699,121522.38,-4251.6034,10536,29/04/2010,19.57,52.06,13.055
87893.5635,121578.216,-4251.6205,10537,29/04/2010,19.03055556,52.06,13.055
87838.2291,121572.166,-4251.6275,10538,29/04/2010,19.39583333,52.06,13.055
87939.6542,121581.56,-4251.6822,10539,29/04/2010,19.74416667,52.05,13.055
87925.1711,121586.164,-4251.7,10540,29/04/2010,20.00027778,52.05,13.055
87984.1627,121546.853,-4251.7,10541,29/04/2010,20.00861111,52.05,13.055
87994.6019,121521.718,-4251.7,10542,29/04/2010,20.01944444,52.04,13.055
87889.2422,121515.534,-4251.7072,10543,29/04/2010,20.0075,52.04,13.055
87984.9313,121591.522,-4251.7567,10544,29/04/2010,20.09527778,52.04,13.055
87851.7053,121525.641,-4251.8,10545,29/04/2010,20.0575,52.04,13.055
88054.3462,121637.621,-4251.8,10546,29/04/2010,20.18416667,52.03,13.055
87926.9956,121559.577,-4251.8,10547,29/04/2010,20.00833333,52.03,13.055
87992.5602,121588.621,-4251.8,10548,29/04/2010,20.23111111,52.03,13.055
87983.6789,121610.155,-4251.8,10549,29/04/2010,20.2475,52.02,13.055
88003.2966,121598.006,-4251.8,10550,29/04/2010,20.30611111,52.02,13.055
88024.5116,121591.99,-4251.8414,10551,29/04/2010,20.275,52.04,13.0525
87964.6391,121576.484,-4251.8764,10552,29/04/2010,20.42194444,52.04,13.0525
87961.4176,121567.718,-4251.8807,10553,29/04/2010,20,52.04,13.0525
87982.2207,121663.746,-4251.8888,10554,29/04/2010,20.48611111,52.04,13.0525
88002.8825,121604.95,-4251.9,10555,29/04/2010,20.05,52.04,13.0525
87990.4994,121660.141,-4251.9,10556,29/04/2010,21.17333333,52.04,13.0525
87889.7465,121094.063,-4251.9,10557,29/04/2010,21.20222222,52.04,13.0525
87951.0854,121584.069,-4251.9,10558,29/04/2010,21.24166667,52.04,13.0525
87913.2383,121588.371,-4251.9,10559,29/04/2010,21.00555556,52.04,13.0525
87882.4796,121621.384,-4251.9,10560,29/04/2010,21.07638889,52.04,13.0525
87626.9465,121491.199,-4251.9,10561,29/04/2010,22.19833333,52.04,13.0525
87983.9506,120983.737,-4251.9,10562,29/04/2010,22,52.04,13.0525
87816.0328,121206.81,-4251.9,10563,29/04/2010,23.13361111,52.04,13.0525
88038.6549,121004.996,-4251.9411,10564,29/04/2010,23.17944444,52.04,13.0525
87538.3552,120651.29,-4252,10565,29/04/2010,23.29611111,52.04,13.0525
87537.4538,120655.553,-4252,10566,29/04/2010,23.29,52.05,13.0525
87928.3721,121681.358,-4252,10567,29/04/2010,23.27083333,52.05,13.0525
87540.6259,120651.501,-4252,10568,29/04/2010,23,52.05,13.0525
88016.1715,120983.274,-4252,10569,29/04/2010,23.47666667,52.05,13.0525
87623.0572,121476.534,-4252,10570,29/04/2010,23.15333333,52.05,13.0525
88002.9615,120961.569,-4252,10571,29/04/2010,23.41888889,52.05,13.055
87921.3939,121044.402,-4252,10572,29/04/2010,23.62111111,52.05,13.055
87955.4213,120977.039,-4252,10573,29/04/2010,23.64777778,52.05,13.055
87994.9322,121071.236,-4252,10574,29/04/2010,23.665,52.05,13.055
87927.6145,120949.424,-4252.0273,10575,29/04/2010,23.33833333,52.05,13.055
87668.0699,121477.135,-4252.0798,10576,29/04/2010,0.130555556,52.05,13.055
87705.3537,121373.614,-4252.0907,10577,29/04/2010,0.174166667,52.05,13.055
87690.1786,121339.393,-4252.1,10578,29/04/2010,0.205833333,52.05,13.055
87695.0305,121344.477,-4252.1,10579,29/04/2010,0.1275,52.05,13.055
87657.576,121378.471,-4252.14,10580,29/04/2010,0.285,52.05,13.055
87703.4876,121365.851,-4252.1456,10581,29/04/2010,0.068611111,52.05,13.055
87699.0674,121351.4,-4252.1743,10582,29/04/2010,0.184722222,52.06,13.055
87676.8856,121335.527,-4252.2,10583,29/04/2010,0.15,52.06,13.055
87647.5061,121444.01,-4252.2,10584,29/04/2010,0.288888889,52.06,13.055
87647.7382,121494.538,-4252.2,10585,29/04/2010,0.127777778,52.06,13.055
87661.5821,121373.034,-4252.2351,10586,29/04/2010,0.202222222,52.06,13.055
87771.3343,121445.748,-4252.2956,10587,29/04/2010,0.416666667,52.06,13.055
88033.1363,121059.195,-4252.3,10588,29/04/2010,0.163611111,52.06,13.055
87651.1394,121380.314,-4252.3527,10589,29/04/2010,0.538333333,52.06,13.055
87639.1806,121368.169,-4252.3583,10590,29/04/2010,0.053333333,52.06,13.055
87599.28,121378.027,-4252.3655,10591,29/04/2010,0.293333333,52.06,13.055
87596.5619,121415.846,-4252.4,10592,29/04/2010,0.666666667,52.06,13.0575
87596.9103,121420.36,-4252.4,10593,29/04/2010,0.163333333,52.06,13.0575
87630.9975,121419.846,-4252.4,10594,29/04/2010,0.435555556,52.06,13.0575
87835.8427,121443.268,-4252.4,10595,29/04/2010,0.041666667,52.06,13.0575
87640.2509,121331.809,-4252.4,10596,29/04/2010,0.708333333,52.06,13.0575
87843.304,121409.423,-4252.4,10597,29/04/2010,0.317777778,52.07,13.0575
87840.262,121462.032,-4252.4,10598,29/04/2010,0.241666667,52.07,13.0575
87793.171,121421.883,-4252.4,10599,29/04/2010,1,52.07,13.0575
87778.5401,121420.992,-4252.4,10600,29/04/2010,1.001666667,52.07,13.0575
87779.7068,121457.284,-4252.4,10601,29/04/2010,1.023333333,52.07,13.0575
87763.3327,121447.569,-4252.4,10602,29/04/2010,1.023333333,52.07,13.0575
87790.0086,121429.577,-4252.4,10603,29/04/2010,1.076388889,52.07,13.0575
87851.2722,121582.588,-4252.4,10604,29/04/2010,1.033055556,52.07,13.0575
87771.2851,121437.803,-4252.5,10605,29/04/2010,1.060277778,52.07,13.0575
87656.8875,121334.334,-4252.5,10606,29/04/2010,1.099166667,52.07,13.06
87758.1049,121449.147,-4252.5,10607,29/04/2010,1.037777778,52.07,13.06
87604.0432,121389.997,-4252.5,10608,29/04/2010,1.093333333,52.07,13.06
87765.1316,121424.36,-4252.5,10609,29/04/2010,1.018333333,52.07,13.06
87800.3611,121480.794,-4252.5577,10610,29/04/2010,1.182222222,52.07,13.06
87716.6551,121496.409,-4252.5787,10611,29/04/2010,1.231111111,52.07,13.06
87743.3219,121463.104,-4252.5947,10612,29/04/2010,1.113333333,52.07,13.06
87969.1953,121605.547,-4252.6,10613,29/04/2010,1.105555556,52.08,13.06
87758.5308,121400.358,-4252.6,10614,29/04/2010,1.031944444,52.08,13.06
87681.2504,121472.474,-4252.6,10615,29/04/2010,1.242777778,52.08,13.06
87697.5162,121339.391,-4252.6,10616,29/04/2010,1.21,52.08,13.06
87704.4546,121343.248,-4252.7,10617,29/04/2010,1.048333333,52.08,13.06
87651.3587,121411.9,-4252.7,10618,29/04/2010,1.273888889,52.08,13.06
87680.4264,121399.339,-4252.7,10619,29/04/2010,1.349444444,52.08,13.0625
87824.291,121426.052,-4252.7,10620,29/04/2010,1.668888889,52.08,13.0625
88234.7173,121500.27,-4252.7,10621,29/04/2010,1.196666667,52.08,13.0625
88201.3288,121489.346,-4252.7,10622,29/04/2010,1.458888889,52.08,13.0625
88210.2632,121468.226,-4252.7054,10623,29/04/2010,2.006666667,52.08,13.0625
87684.0213,121397.741,-4252.7336,10624,29/04/2010,2.045,52.08,13.0625
87731.151,121403.219,-4252.7662,10625,29/04/2010,2.036111111,52.08,13.0625
88085.1805,121434.54,-4252.7897,10626,29/04/2010,2.202222222,52.08,13.0625
88038.2994,121492.37,-4252.8,10627,29/04/2010,2.073888889,52.08,13.0625
88079.4163,121436.621,-4252.8,10628,29/04/2010,2.125,52.09,13.0625
88191.7137,121478.606,-4252.8,10629,29/04/2010,2.26,52.09,13.0625
88046.8053,121428.15,-4252.8,10630,29/04/2010,2.07,52.09,13.0625
88186.1731,121457.733,-4252.8,10631,29/04/2010,2.233333333,52.09,13.065
88084.2315,121464.216,-4252.8,10632,29/04/2010,2.396111111,52.09,13.065
88163.2879,121451.141,-4252.808,10633,29/04/2010,2.226666667,52.09,13.065
88136.079,121470.41,-4252.833,10634,29/04/2010,2.320833333,52.09,13.065
88153.0431,121464.404,-4252.8948,10635,29/04/2010,2.46,52.09,13.065
87893.0731,121652.333,-4252.9,10636,29/04/2010,2.606666667,52.09,13.065
88011.969,121679.396,-4252.9,10637,29/04/2010,3.108888889,52.09,13.065
88083.8225,121445.47,-4252.9,10638,29/04/2010,3.633055556,52.09,13.065
88179.3757,121538.965,-4252.9,10639,29/04/2010,3.2975,52.09,13.065
88086.5216,121440.297,-4252.9,10640,29/04/2010,4.003611111,52.09,13.065
88092.1128,121429.15,-4252.9,10641,29/04/2010,4.047222222,52.09,13.065
87669.8458,121428.608,-4252.9,10642,29/04/2010,4.57,52.09,13.065
87523.39,120483.177,-4252.9,10643,29/04/2010,4.186666667,52.09,13.065
87510.9089,120518.97,-4252.9,10644,29/04/2010,4.609166667,52.1,13.0675
87528.3289,120497.106,-4252.9,10645,29/04/2010,4.395833333,52.1,13.0675
87518.6944,120472.218,-4252.9684,10646,29/04/2010,5.116666667,52.1,13.0675
87498.4661,120434.954,-4252.9757,10647,29/04/2010,5.21,52.1,13.0675
87514.3703,120454.681,-4252.9887,10648,29/04/2010,5.39,52.1,13.0675
87534.0543,120422.698,-4253,10649,29/04/2010,5.145,52.1,13.0675
87520.3989,120492.802,-4253,10650,29/04/2010,5.626111111,52.1,13.0675
87544.9313,120527.928,-4253,10651,29/04/2010,5.293333333,52.1,13.0675
88196.8376,121234.675,-4253.0432,10652,29/04/2010,5.649166667,52.1,13.0675
88075.3706,121357.461,-4253.0727,10653,29/04/2010,5.902222222,52.1,13.0675
87549.3086,120494.835,-4253.1,10654,29/04/2010,6,52.1,13.0675
87546.8322,120481.879,-4253.1,10655,29/04/2010,6.161111111,52.1,13.0675
87531.2008,120477.338,-4253.1,10656,29/04/2010,6.02,52.1,13.0675
88090.3943,121750.152,-4253.1,10657,29/04/2010,6.232222222,52.1,13.07
87496.0127,120413.089,-4253.1,10658,29/04/2010,6.094444444,52.1,13.07
88102.9277,121741.965,-4253.1,10659,29/04/2010,6.0175,52.11,13.07
88090.401,121725.598,-4253.1,10660,29/04/2010,6.036111111,52.11,13.07
87505.7933,120360.871,-4253.1538,10661,29/04/2010,6.1575,52.11,13.07
87572.9356,120446.766,-4253.1873,10662,29/04/2010,6.178888889,52.11,13.07
87556.8369,120424.012,-4253.2,10663,29/04/2010,6.032222222,52.11,13.07
87503.2282,120414.608,-4253.2,10664,29/04/2010,6.249722222,52.11,13.07
87516.1483,120376.298,-4253.2,10665,29/04/2010,6.449166667,52.11,13.07
87510.1501,120408.195,-4253.2,10666,29/04/2010,6.486111111,52.11,13.07
87522.9016,120414.225,-4253.2,10667,29/04/2010,6.400833333,52.11,13.07
87490.261,120415.021,-4253.2,10668,29/04/2010,6.513888889,52.11,13.07
87491.8613,120408.556,-4253.2161,10669,29/04/2010,6.411111111,52.11,13.07
87533.0375,120401.116,-4253.3,10670,29/04/2010,6.676666667,52.11,13.07
87549.3984,120416.085,-4253.3,10671,29/04/2010,6.262777778,52.11,13.0725
87524.8327,120399.532,-4253.3178,10672,29/04/2010,6.6,52.11,13.0725
87511.9602,120400.427,-4253.3772,10673,29/04/2010,6.587777778,52.11,13.0725
87536.6594,120407.811,-4253.4,10674,29/04/2010,6.182777778,52.11,13.0725
87548.0518,120423.791,-4253.4,10675,29/04/2010,6.496111111,52.12,13.0725
87520.287,120390.402,-4253.4,10676,29/04/2010,6.373333333,52.12,13.0725
88066.9342,121739.741,-4253.4,10677,29/04/2010,6.273888889,52.12,13.0725
87674.334,121386.602,-4253.4,10678,29/04/2010,7.01,52.12,13.0725
87481.4441,120414.5,-4253.4,10679,29/04/2010,7.110833333,52.12,13.0725
87573.073,120427.304,-4253.4,10680,29/04/2010,7.120555556,52.12,13.0725
87502.0343,120417.981,-4253.4987,10681,29/04/2010,7.075555556,52.12,13.0725
87494.5175,120402.906,-4253.5,10682,29/04/2010,7.058333333,52.12,13.0725
87546.0479,120434.622,-4253.5,10683,29/04/2010,7.12,52.12,13.0725
87795.6803,121392.298,-4253.5,10684,29/04/2010,7.125277778,52.12,13.0725
87792.8399,121396.566,-4253.5,10685,29/04/2010,7.058333333,52.12,13.075
87563.1464,120473.675,-4253.5,10686,29/04/2010,7.609166667,52.12,13.075
87790.6575,121350.871,-4253.5,10687,29/04/2010,7.408333333,52.12,13.075
